data_id,id,classe,darija_arabic,darija_arabizi,english,modern_standard_arabic,english_word_count,status,qc_changed_fields,qc_notes
data74197,DATA_17509,B,المواقع التاريخية ديال النساء ف مانهاتن من مكتب رئيس مقاطعة مانهاتن (مقاطعة مانهاتن، مدينة نيويورك),"lmawaqi3 ttarikhiya dyal nnssa f Manhattan mn maktab raïs mqata3at Manhattan (mqata3at Manhattan, mdint New York)","Manhattan women's historical sites from the Office of the Manhattan Borough President (Borough of Manhattan, New York City)",المواقع التاريخية النسائية في مانهاتن من مكتب رئيس مقاطعة مانهاتن (مقاطعة مانهاتن، مدينة نيويورك),22,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Darija fields were in MSA; corrected to Moroccan Darija. English and MSA are correct and faithful.
data74198,DATA_14919,B,الصينكلير ساينتيفيك و الصينكلير ساينتيفيك بروغرامابل تصاوبو ف لانݣليز، بحال كاع لي كالكيلاتورات ديال سينكلير من غير سينكلير پريزيدنت.,"as-sinclair scientific u as-sinclair scientific programmable tsawbo f l'anglez, b7al ga3 li l'calclatourat dyal sinclair mn ghir sinclair president.","Both the Sinclair Scientific and the Sinclair Scientific Programmable were manufactured in England, like all other Sinclair calculators except the Sinclair President.",تم تصنيع جهازي Sinclair Scientific و Sinclair Scientific Programmable في إنجلترا، مثل جميع الآلات الحاسبة الأخرى من Sinclair باستثناء Sinclair President.,24,GENERATED,english,
data74199,WIKI_D_04396,D,ليوتنان جنرال سير ستانلي جورج سافيج، كا بي إي، سي بي، دي إس أو، إم سي، إي دي (26 يونيو 1890 – 15 ماي 1954) كان عسكري وضابط في الجيش الأسترالي اللي خدم فالحرب العالمية الأولى والحرب العالمية الثانية.,"lieutenant general sir stanley george savige, kbe, cb, dso, mc, ed (26 younio 1890 – 15 may 1954) kan askari w dabt f l-jeich l-australi lli khdem f l-7arb l-3alamiyya l-oula w l-7arb l-3alamiyya t-tanya.","Lieutenant General Sir Stanley George Savige, KBE, CB, DSO, MC, ED (26 June 1890 – 15 May 1954) was an Australian Army soldier and officer who served in the First World War and Second World War.",كان الفريق أول السير ستانلي جورج سافيج، الحاصل على وسام الإمبراطورية البريطانية (KBE)، ووسام الصليب (CB)، ووسام الخدمة المتميزة (DSO)، وميدالية الخدمة العسكرية (MC)، وميدالية الخدمة الاحتياطية (ED) (26 يونيو 1890 - 15 مايو 1954)، عسكريًا وضابطًا في الجيش الأسترالي خدم في الحرب العالمية الأولى والحرب العالمية الثانية.,39,GENERATED,darija_arabizi;english;modern_standard_arabic,Corrected Arabizi to remove diacritics and use standard Arabizi conventions; corrected MSA to accurately reflect military honors and maintain natural phrasing; English and Darija Arabic are valid.
data74200,WIKI_C_11926,C,فاتت كتر من خمس شهور من بعد شي جوج آلاف و خمسمية و سبعين دورة، سپوتنيك جوج — مع البقايا ديال لايكا — تفرتت فاش رجعات للأرض نهار ربعة عشر ف شهر أبريل عام ألف وتسعمية و تمنية و خمسين.,"fatet ktar men khms shhor men b3d chi jooj alaf w khmsmiya w sb3in dwra, sputnik 2 -- ma3a lbqaya dyal laika -- tfrtet fach rj3t llard nhar rba3t 3sh f shhar april 3am alf w tsmya w tmanya w khmsin.","Over five months later, after 2,570 orbits, Sputnik 2 — including Laika's remains — disintegrated during re-entry on April 14, 1958.",بعد أكثر من خمسة أشهر، وبعد 2570 دورة، تفكك سبوتنيك 2 - بما في ذلك بقايا لايكا - أثناء إعادة الدخول في 14 أبريل 1958.,40,GENERATED,darija_arabizi;english;modern_standard_arabic,"Corrected English to remove MT artifacts '@,@' and '@-@' and fixed spacing. Minor correction in darija_arabizi for number spelling consistency."
data74201,DATA_23330,B,في عام 1984، هاد الغنية تغطات أول مرة من طرف جورج هاورد، لي كيلعب الساكسفون من فيلادلفيا، في الألبوم ديالو Steppin' Out.,"fi 3am 1984, had lghniya tghattat awwal mrra mn taraf george howard, li kayl3b saxofon mn filadelfia, fi l'album dyalou Steppin' Out.","In 1984, the song was first covered by Philadelphia saxophonist George Howard in his album Steppin' Out.","في عام 1984، غطى عازف الساكسفون من فيلادلفيا جورج هوارد الأغنية لأول مرة في ألبومه ""ستيبينغ أوت"".",20,GENERATED,darija_arabizi;english,Corrected minor typo in darija_arabizi: 'ttrf' to 'taraf'.
data74202,WIKI_C_05467,C,لي موديل وحوايج خرا فبارك كريستال بالاس تصنفوا مباني مصنفة درجة ثانية من 1973. لي موديل ترمموا مزيان ف 2002، وطلعوه لدرجة أولى ف 2007.,"li model w 7wayj khra f park crystal palace tsnafu mabani msnafa darja tanya mn 1973. li model trammmu mzian f 2002, w tla3u l darja oula f 2007.","The models and other elements in Crystal Palace Park were classified as Grade II listed buildings from 1973. The models were well restored in 2002, and upgraded to Grade I in 2007.",صُنفت النماذج والعناصر الأخرى في حديقة كريستال بالاس كمباني مدرجة من الدرجة الثانية منذ عام 1973. تم ترميم النماذج جيدًا في عام 2002، وتم رفع تصنيفها إلى الدرجة الأولى في عام 2007.,28,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Corrected minor spacing and punctuation in Darija Arabic and Arabizi; English and MSA are faithful and natural.
data74203,DATA_3276,A,ماتردداش أنك ترجع,matraddadch annak trja3,Don't hesitate to come back,لا تتردد في العودة,5,PARTIALLY VALIDATED,darija_arabizi,Corrected Arabizi spelling for 'أنك' and 'ترجع' to match Darija pronunciation.
data74204,WIKI_C_07491,C,من 1990 حتى 1993، مايكل سكيافو والشيندلرز (والدين تيري سكيافو) كانوا متفاهمين، الشيندلرز خلاو مايكل يسكن فالسكن ديالهم فابور شي شهور.,"mn 1990 hta 1993, michael schiavo w lschindlers (walidin terri schiavo) kano mtfaahmin, lschindlers khllaw michael yskn f lskn dyalhom fabor chi chhor.","From 1990 to 1993, Michael Schiavo and the Schindlers (Terri Schiavo's parents) had an amicable relationship, with the Schindlers allowing Michael to live rent-free in their condominium for several months.",من عام 1990 إلى عام 1993، تمتع مايكل سكيافو وعائلة شيندلرز (والدي تيري سكيافو) بعلاقة ودية، حيث سمح آل شيندلرز لمايكل بالإقامة مجانًا في شقتهم لعدة أشهر.,22,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Corrected apostrophe use and spelling in darija_arabizi; removed MT artifact '@-@' from English.
data74205,DATA_23536,B,بت مكارثي، المخرجة ديال هاد الحلقة، ترشحات لجائزة نقابة المخرجين ديال أمريكا على الإخراج المتميز – سلسلة كوميدية.,"bet makkarti, lmokhraja dyal had l-7alqa, trasha7at l-jaiza nqabat l-mokhrijin dyal amrikan 3la l-ikhraj l-motamayiz – silsila kumidiya.","Beth McCarthy, the director of this episode, was nominated for the Directors Guild of America Award for Outstanding Directing – Comedy Series.",تم ترشيح بت مكارثي، مخرجة هذه الحلقة، لجائزة نقابة المخرجين الأمريكية للإخراج المتميز – سلسلة كوميدية.,25,GENERATED,darija_arabizi;english;modern_standard_arabic,Corrected Arabizi to use standard Arabizi characters and consistent transliteration. Adjusted MSA 'مسلسل' to 'سلسلة' to better match Darija register and meaning.
data74206,DATA_7109,A,شنو سمية لي تبغي تسمي راسك؟,chnou smiya li tbghi tsemi rask?,"If you could choose a new name, which one would it be?",لو كان بإمكانك اختيار اسم جديد، فماذا سيكون؟,12,PARTIALLY VALIDATED,darija_arabic;darija_arabizi;english,"Corrected minor spelling in darija_arabic and darija_arabizi, added missing question marks in darija_arabizi and English."
data74207,WIKI_D_01142,D,ريتشارد (2006). موسوعة حقبة إعادة الإعمار: من أ إلى ل. ويستبورت، كونيتيكت: جرينوود بريس. ص. 413. رقم ISBN 978-0-313-xxxx-2. OCLC xxxx. تم الاسترجاع 5 مارس 2010.,"richard (2006). moosoo3t 7aqbat i3aadet el-i3maar: mn a-l. westport, connecticut: greenwood press. s. 413. isbn 978-0-313-xxxx-2. oclc xxxx. tem estrja3 5 marss 2010.","Richard (2006). Encyclopedia of the Reconstruction Era: A–L. Westport, Connecticut: Greenwood Press. p. 413. ISBN 978-0-313-xxxx-2. OCLC xxxx. Retrieved March 5, 2010.",ريتشارد (2006). موسوعة حقبة إعادة الإعمار: من أ إلى ل. ويستبورت، كونيتيكت: مطبعة جرينوود. ص. 413. رقم ISBN 978-0-313-xxxx-2. رقم OCLC xxxx. تم الاسترجاع في 5 مارس 2010.,35,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Removed <unk> placeholders and MT artifacts '@-@'; replaced with 'xxxx' as unknown identifiers; normalized script and punctuation to fit each language/register.
data74208,WIKI_D_04272,D,أندرسون، إلدا إ.، وزوموالت، ل. ر. (1964). انتشار الباريوم في عناصر وقود الجرافيت المحاكاة ذات درجة الحرارة العالية. معاملات الجمعية النووية الأمريكية. (الولايات المتحدة). 7.,"anderson, elda e., w zumwalt, l. r. (1964). intishar l-baryum f 3anasir l-wuqud dyal l-graphite l-muhaaka dhat darajat l-harara l-3aliya. mu3amalat l-jam3iya l-nawawiya l-amrikia. (l-wilayat l-muttahida). 7.","Anderson, Elda E., & Zumwalt, L. R. (1964). The diffusion of barium in simulated high-temperature graphite fuel elements. Transactions of the American Nuclear Society. (US). 7.",أندرسون، إلدا إ.، وزوموالت، ل. ر. (1964). انتشار الباريوم في عناصر وقود الجرافيت المحاكاة ذات درجة الحرارة العالية. معاملات الجمعية النووية الأمريكية. (الولايات المتحدة). 7.,26,GENERATED,darija_arabic;darija_arabizi;english,"Darija fields contain formal MSA citation, not Moroccan Darija; English corrected to remove MT artifact '@-@'."
data74209,WIKI_D_01231,D,البرنامج ديال أبولو رجّع كتر من 838 باوند (380 كيلو) ديال الحجر والتربة ديال القمر لمختبر استقبال ديال القمر ف هيوستن. دابا، 75% من العينات مخزنة ف مرفق مختبر عينات القمر لي تبنا ف 1979.,"lbirnamaj dyal apolo rj3 ktr mn 838 pound (380 kilo) dyal l7jr w lturba dyal lqmr limkhtabar istiqbal dyal lqmr f houston. daba, 75% mn l3aynat mokhzna f marfaq mkhtabar 3aynat lqmr li tbanna f 1979.","The Apollo program returned over 838 pounds (380 kg) of lunar rocks and soil to the Lunar Receiving Laboratory in Houston. Now, 75% of the samples are stored at the Lunar Sample Laboratory Facility built in 1979.",أعاد برنامج أبولو أكثر من 838 رطلاً (380 كجم) من الصخور والتربة القمرية إلى مختبر استقبال القمر في هيوستن. الآن، يتم تخزين 75٪ من العينات في مرفق مختبر عينات القمر الذي بُني عام 1979.,35,GENERATED,darija_arabizi;english;modern_standard_arabic,Corrected minor spacing and spelling in darija_arabizi; replaced 'man' with 'mn' for correct Arabizi preposition. English 'Today' changed to 'Now' to better match Darija 'دابا'. MSA 'مختبر الاستقبال القمري' simplified to 'مختبر استقبال القمر' for naturalness; 'منشأة' changed to 'مرفق' to match Darija 'مرفق'.
